id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31489312,"Acogedor depto cerca aeropuerto, foro Sol, Centro.",169412570,Irasema,,Iztacalco,19.38804,-99.11031,Entire home/apt,382,2,18,2019-06-14,3.60,1,63
31489525,Beautiful apartment in Del Valle (WTC),26049787,Héctor,,Benito Juárez,19.3943,-99.16962,Entire home/apt,1491,3,2,2019-04-21,0.51,2,301
31490890,Se renta habitación para persona profesionista,235928593,Elvira,,Benito Juárez,19.3844,-99.14559,Private room,497,10,0,,,1,365
31491890,Departamento suite-parking Condesa.,188753676,Carlos,,Cuauhtémoc,19.41384,-99.1744,Entire home/apt,1204,1,39,2019-06-06,7.31,6,339
31492219,Departamento Suite-parking Condesa.,188753676,Carlos,,Cuauhtémoc,19.41548,-99.17417,Entire home/apt,1204,1,40,2019-06-08,7.36,6,335
31493173,Roomies Hostel Condesa,235949314,Yaretzy,,Cuauhtémoc,19.41274,-99.1651,Shared room,191,1,4,2019-04-07,0.86,2,365
31494616,Beautiful apartment Miyana Polanco,235423873,Fonsy Tohen,,Miguel Hidalgo,19.43901,-99.20031,Entire home/apt,2007,2,7,2019-05-28,1.43,2,168
31494806,Departamento cerca del Angel de la Independencia,108918690,Diego,,Cuauhtémoc,19.42929,-99.17165,Private room,497,1,0,,,1,88
31495284,Apartamento en umbral Polanco,235423873,Fonsy Tohen,,Miguel Hidalgo,19.44286,-99.20177,Entire home/apt,1797,1,5,2019-05-05,1.05,2,179
31495392,Lindo y súper amplio departamento corazón de Polanco,100412279,Carlos,,Miguel Hidalgo,19.43646,-99.2047,Entire home/apt,2944,2,5,2019-05-08,1.52,2,337
31495700,Condesa- Fashionable/Hipster,9669506,Abelardo,,Cuauhtémoc,19.40854,-99.17338,Entire home/apt,956,14,0,,,1,181
31496752,"Nuevo,amplio y cómodo loft con roofgarden. La Roma",193333392,Sandra,,Cuauhtémoc,19.41934,-99.1553,Entire home/apt,1147,2,27,2019-06-19,4.94,2,344
31499887,Habitacion amplia y comoda,117791080,Alejandro,,Cuauhtémoc,19.41625,-99.1566,Private room,344,1,5,2019-03-24,0.93,1,185
31508253,Beautiful Modern Downtown Apartment,37573800,Maria,,Cuauhtémoc,19.42306,-99.14647,Entire home/apt,1204,1,2,2019-02-19,0.47,1,0
31511679,Private Room / French style,15359500,Adrian,,Cuauhtémoc,19.42576,-99.15418,Private room,421,1,7,2019-06-04,1.49,31,364
31513579,PH 2103   LA CITE,23795134,Maria Elena,,Cuajimalpa de Morelos,19.36635,-99.27237,Entire home/apt,1319,7,1,2019-03-16,0.30,1,365
31513897,LOFT EXCLUSIVO EN EL CORAZÓN DE COYOACÁN,168562394,Nicole,,Coyoacán,19.35719,-99.1571,Private room,803,1,13,2019-06-02,2.64,6,104
31514098,Loft y parking. Departament Atlixco,188753676,Carlos,,Cuauhtémoc,19.41524,-99.17295,Entire home/apt,707,1,5,2019-06-05,1.61,6,358
31515166,Entra y vive en el lienzo de un artista en este PH en la Condesa,29114265,Patty,,Cuauhtémoc,19.40841,-99.1696,Entire home/apt,3193,2,29,2019-06-16,5.44,11,346
31515721,Recámara con jardín,52831233,Bettina,,Benito Juárez,19.38388,-99.15931,Private room,459,2,3,2019-04-30,0.74,1,0
31515786,Hermoso cuarto enfrente de los viveros/coyoacan3,235485048,Mauricio,,Álvaro Obregón,19.35699,-99.17312,Private room,382,1,5,2019-06-07,0.99,4,335
31516041,Depto. Río Tiber,140804959,María,,Cuauhtémoc,19.43138,-99.16929,Entire home/apt,1243,2,21,2019-06-16,4.85,1,330
31516071,"Cómoda Habitación con Balcón, excelente ubicación",236154904,Maribel,,Iztapalapa,19.36178,-99.12044,Private room,249,1,16,2019-06-09,3.12,2,199
31517259,Casa Celia Stark. Penthouse en calle Gelati. Top,171894446,Alejandra,,Miguel Hidalgo,19.4122,-99.18858,Entire home/apt,688,3,4,2019-06-03,1.18,17,344
31518641,Departamento Excelente ubicacion,236181492,Lucia Yannet,,Cuauhtémoc,19.45422,-99.14907,Shared room,306,1,0,,,1,180
31519128,Secure & private room near Polanco & metro,102258154,Sergio,,Miguel Hidalgo,19.45004,-99.18171,Private room,249,1,4,2019-02-08,0.77,2,364
31520340,Cozy room in Tlacopac San Angel,236198474,Margarita,,Álvaro Obregón,19.35602,-99.1962,Private room,956,2,1,2019-01-24,0.20,1,179
31525431,Hermoso departamento de 2 pisos en Condesa/Polanco,138972560,Hana,,Miguel Hidalgo,19.4167,-99.18057,Entire home/apt,2848,2,0,,,2,351
31530048,Preciosa  habitacion c / baño Lomas de  Chapult,236286190,Ingrid,,Miguel Hidalgo,19.42338,-99.2249,Private room,401,31,0,,,2,90
31530656,"Preciosa hab ,con baño Lomas de Chapultepec",236286190,Ingrid,,Miguel Hidalgo,19.42488,-99.22488,Private room,344,90,0,,,2,365
31532709,"Bonita habitación con acceso a balcón,baño privado",109615609,Romeo,,Benito Juárez,19.39985,-99.16433,Private room,325,3,7,2019-06-10,1.40,1,179
31534095,Artsy apartment in the heart of Roma neighborhood,18809953,Sofia,,Cuauhtémoc,19.42077,-99.17066,Entire home/apt,822,2,17,2019-06-17,4.29,1,319
31535507,Villas lupita,236338023,Lupita,,Iztapalapa,19.35037,-99.05948,Private room,306,1,0,,,1,84
31536012,PH Roma/Condesa Parque España.  Sunny Loft,20440301,Hugo’s Home,,Cuauhtémoc,19.41781,-99.17055,Entire home/apt,1797,1,25,2019-05-28,4.78,9,168
31537295,"Coyoacan habitación, Céntrica Metro Quevedo",55159811,Jorge,,Coyoacán,19.34405,-99.1799,Private room,306,1,1,2019-01-16,0.19,8,365
31537704,Bella recamara en Polanco,235304183,Liliana,,Miguel Hidalgo,19.43648,-99.18901,Private room,574,1,48,2019-06-22,9.11,3,89
31538828,"La Condesa Cecali cozy, bright & very well located",113419166,Cecilia,,Cuauhtémoc,19.41661,-99.17407,Entire home/apt,2275,2,8,2019-06-13,1.76,1,353
31539431,Habitación a 5 min. del WTC,236381486,Roberto,,Benito Juárez,19.39958,-99.16946,Private room,574,1,0,,,1,88
31539923,Mayita’s House habitación 1,97788077,Eder,,Coyoacán,19.3136,-99.11046,Private room,268,2,4,2019-04-19,0.76,3,174
31540428,Best place in town with private bathroom!,25137451,Nadia,,Cuauhtémoc,19.42514,-99.17547,Private room,593,2,2,2019-01-30,0.40,3,0
31540471,Cuarto Verde  privado con baño propio,34599331,Giancarlo,,Cuauhtémoc,19.41249,-99.1725,Private room,803,1,1,2019-02-09,0.22,4,335
31540997,Cuarto grigio con baño privado,34599331,Giancarlo,,Cuauhtémoc,19.41221,-99.173,Private room,803,1,2,2019-05-26,0.49,4,335
31541058,Lovely 2 balconies apt. in Condesa,18539495,Blanca,,Cuauhtémoc,19.40369,-99.16956,Entire home/apt,1491,1,4,2019-05-25,0.89,2,334
31541150,Cuarto blu con baño privado propio,34599331,Giancarlo,,Cuauhtémoc,19.4107,-99.17419,Private room,803,1,1,2019-04-06,0.37,4,335
31541326,LOFT Paseo de la Reforma,103398238,Miguel,,Cuauhtémoc,19.43426,-99.15328,Entire home/apt,841,1,50,2019-06-07,9.74,1,96
31544154,"Habitación acogedora, relajante",106947060,Irene,,Azcapotzalco,19.46522,-99.18691,Private room,210,1,6,2019-06-08,1.21,1,75
31544245,Private room in Santa Fe - Siroco Tower,105115937,Piero,,Cuajimalpa de Morelos,19.35924,-99.27113,Private room,898,1,0,,,1,363
31544527,Gallery Condesa apartments for 41 ppl BKFST incl,4448934,John,,Cuauhtémoc,19.41212,-99.17995,Entire home/apt,1338,1,1,2019-05-19,0.81,45,352
31545376,Alojamiento económico,236440634,Miguel Angel,,Venustiano Carranza,19.44815,-99.09757,Private room,229,1,1,2019-02-17,0.23,1,365
31545578,Comfortable and cozy private room,143617290,Fernanda,,Benito Juárez,19.3686,-99.17505,Private room,249,1,7,2019-03-19,1.32,3,0
31555823,"Departamento completo, excelente ubicación",62553267,Lilia,,Cuajimalpa de Morelos,19.35911,-99.27115,Entire home/apt,1204,3,10,2019-05-27,1.90,1,365
31558780,Balcón I Room Polanco close to Corporate Buildings,112945634,Paulina,,Miguel Hidalgo,19.43629,-99.21071,Private room,516,1,36,2019-06-16,6.84,3,29
31559627,Downtown CDMX plush for up to 50 ppl,4448934,John,,Cuauhtémoc,19.43895,-99.13475,Entire home/apt,15294,2,0,,,45,333
31561746,Habitación en Coyoacán,217113646,Josefina,,Coyoacán,19.34366,-99.16961,Private room,593,7,2,2019-04-23,0.58,4,265
31562588,"Room Penthouse Condesa, Amsterdam street.",65276280,Pedro,,Cuauhtémoc,19.41615,-99.16892,Private room,554,1,18,2019-05-31,3.48,1,358
31563692,Polanco Latitud,81970601,Ronnie,,Miguel Hidalgo,19.43907,-99.18997,Entire home/apt,1893,2,1,2019-04-07,0.38,1,52
31564089,CASA JARDIN CON ALBERCA A 10 MINS AEROPUERTO CDMX,236587929,Fernanda Lizett Guadalupe,,Gustavo A. Madero,19.45375,-99.08747,Entire home/apt,898,1,9,2019-05-30,1.73,1,86
31564925,DEPARTAMENTO IXOXIN ABDUL,232433785,Jared Q,,Azcapotzalco,19.46516,-99.15641,Private room,574,1,1,2019-05-26,1,3,365
31565638,El mejor lugar de Polanco para conocer Cdmx.,168248940,Paola,,Miguel Hidalgo,19.43718,-99.20878,Private room,650,2,1,2019-02-20,0.24,1,179
31565923,"Executives; Lomas, business & commercial area",519159,Jorge & Monnah,,Miguel Hidalgo,19.42284,-99.20316,Private room,765,3,1,2019-02-25,0.25,13,85
31566286,Gato Post Room,67813469,El Gato,,Benito Juárez,19.37912,-99.18194,Private room,401,1,0,,,1,269
31566821,Espacio eficiente en Del valle,48878343,Barvaro,,Benito Juárez,19.40036,-99.16229,Private room,325,2,2,2019-05-31,0.41,1,339
31566853,Puerta Alameda Great Apartment Downtown CDMXCentro,32874601,Óscar,,Cuauhtémoc,19.43361,-99.14539,Entire home/apt,994,1,5,2019-04-10,1.00,3,170
31567480,*SPECIAL*Cozy- Renovated apartment near to Polanco,95040826,Alberto,,Azcapotzalco,19.48022,-99.18926,Entire home/apt,898,2,3,2019-04-30,0.74,5,296
31567883,Cute apartment with perfect location,207830545,Liliana + Eduardo,,Benito Juárez,19.37745,-99.13968,Entire home/apt,803,1,19,2019-06-02,3.83,1,20
31569257,Cómoda Habitación en Casa Grande frente a Soumaya,60122690,Hector,,Miguel Hidalgo,19.44362,-99.20757,Private room,688,2,0,,,1,31
31569563,Mikerencia,223574451,Teresa,,Cuauhtémoc,19.44206,-99.14751,Private room,306,1,14,2019-06-16,5.00,1,139
31569752,Nice retro apartment in front of a park.,7289774,Marie,,Benito Juárez,19.4025,-99.14928,Entire home/apt,707,2,7,2019-05-30,1.41,1,313
31569956,"Apartament of the Fridas (#El Ángel, #Reforma)",67077765,Laura Helena,,Cuauhtémoc,19.43214,-99.16945,Entire home/apt,363,2,6,2019-05-16,1.50,3,83
31570316,"""TU HOGAR SIN SABERLO"" SANTA FE (Website hidden by Airbnb)",236633780,Andrei Felipe,,Cuajimalpa de Morelos,19.36327,-99.27667,Private room,3995,3,0,,,1,178
31570868,hermosa casa en colonial,236383923,Jesus,,Iztapalapa,19.34616,-99.05538,Entire home/apt,1491,1,0,,,1,180
31571254,Habitacion con baño privado,107486274,Iván,,Azcapotzalco,19.49377,-99.20678,Private room,344,1,1,2019-03-05,0.27,1,100
31571422,Amplia Recamara en Roma Norte,236658150,Leticia,,Cuauhtémoc,19.42299,-99.15997,Private room,593,2,3,2019-04-24,0.70,1,365
31573130,Depto C57,236668737,Gustavo,,Cuauhtémoc,19.43731,-99.14007,Entire home/apt,956,1,50,2019-06-22,9.43,1,347
31573294,apartamento completo y muy centrico,221004613,Celeste,,Cuauhtémoc,19.4522,-99.127,Entire home/apt,554,2,0,,,2,180
31573687,Dulce descanso,83977242,Diego,,Álvaro Obregón,19.38571,-99.19445,Private room,268,1,21,2019-06-14,4.01,1,362
31575502,Estudio cercano a zona comercial Santa Fé,9454954,Emmanuel,,Álvaro Obregón,19.38427,-99.22815,Private room,229,1,14,2019-06-10,2.86,3,352
31576017,A bohemian flat in the Center of Mexico City.,234113855,Elvia,,Cuauhtémoc,19.42697,-99.13904,Entire home/apt,860,2,12,2019-05-28,2.54,1,353
31576354,Mi Casa es tu Casa,236697632,Abigail,,Cuauhtémoc,19.43249,-99.14506,Private room,459,1,27,2019-06-09,5.19,1,219
31582732,Loft Colibri,236743663,Priscilla,,Tlalpan,19.23992,-99.15716,Entire home/apt,994,2,1,2019-02-15,0.23,1,107
31585973,Private room&bathroom in Del Valle Centro,213656774,Emma,,Benito Juárez,19.38665,-99.1633,Private room,325,1,3,2019-06-14,1.70,1,81
31586104,Latitud - Depa Terraza New & Luxurious,27841247,Montserrat,,Miguel Hidalgo,19.4373,-99.18841,Entire home/apt,1950,1,3,2019-05-06,0.77,33,353
31586862,Amazing loft Condesa,236773903,Carlos,,Cuauhtémoc,19.41579,-99.16988,Entire home/apt,2390,2,2,2019-05-24,0.63,1,165
31588864,Rento cuarto en Unidad Villa Centroamérica.,124718595,Fabiola,,Tláhuac,19.28093,-99.05476,Shared room,191,1,0,,,1,179
31589676,Residencial Esterling,200835498,Yolanda,,Cuauhtémoc,19.43009,-99.14853,Entire home/apt,593,1,5,2019-03-22,1.11,5,312
31590225,Depto en centro de la CDMX con excelente ubicacion,172602673,Lalo,,Cuauhtémoc,19.43115,-99.1426,Entire home/apt,956,1,8,2019-05-29,1.78,3,364
31590716,Excelente habitación en inmejorable ubicación,172602673,Lalo,,Cuauhtémoc,19.43111,-99.1418,Private room,554,1,2,2019-04-13,0.76,3,363
31591143,Be Grand Alto Polanco 1bd apt,39764816,George,,Miguel Hidalgo,19.43894,-99.18276,Entire home/apt,1109,1,41,2019-06-23,8.26,1,61
31592342,"N3A. LOFT PRIVADO, REFORMA-ANGEL INDPENDENCIA",185238567,Marco,,Cuauhtémoc,19.43093,-99.1683,Entire home/apt,994,2,23,2019-06-16,4.66,8,358
31592934,Recámara en departamento nuevo al SUR DE CDMX,73447662,Alexis,,Álvaro Obregón,19.35986,-99.19352,Private room,803,1,0,,,1,0
31594555,Departamento de doble altura acojedor y funcional.,119527903,Rodrigo,,Cuauhtémoc,19.43301,-99.15883,Entire home/apt,1051,1,5,2019-06-09,0.96,1,357
31594648,Habitación individual en el área de Santa Fe DF,161267446,Rene,,Álvaro Obregón,19.36544,-99.23955,Private room,287,1,5,2019-05-27,0.95,1,351
31595215,Patriotismo 12,31540218,Rogerio,,Miguel Hidalgo,19.40148,-99.17902,Private room,229,1,5,2019-06-15,0.95,3,0
31595283,Super luminoso Art-Deco en la Condesa,107187481,Milena,,Cuauhtémoc,19.40648,-99.17491,Private room,497,2,0,,,1,0
31595715,"Departamento en Coyoacán, CDMX.",236849686,Jenny,,Coyoacán,19.31502,-99.13524,Private room,746,1,2,2019-03-17,0.50,1,179
31595826,Departamento en Mier y Pesado,156260481,Jose Manuel,,Benito Juárez,19.39636,-99.16386,Entire home/apt,1300,6,6,2019-05-05,1.49,2,73
31596332,Best located & beautiful Art Deco apartment,6239808,Maria Jose,,Cuauhtémoc,19.41446,-99.16594,Entire home/apt,2868,3,1,2019-02-01,0.21,1,0
31596464,"Casa en el Ajusco, con cabaña  rancho con animales",166481416,Alejandro,,Tlalpan,19.22698,-99.22269,Entire home/apt,1893,2,2,2019-05-12,1.13,2,365
31597750,Colonial style condo excellent location Del Valle,235060161,Yolanda,,Benito Juárez,19.3881,-99.16947,Entire home/apt,803,2,6,2019-06-03,2.37,1,140
31597762,Cuarto Privado Acojedor a 15 minutos de Santa Fe,236868388,Rose,,Cuajimalpa de Morelos,19.36029,-99.28949,Private room,554,1,0,,,1,269
31597875,"Habitación Cerca del Ángel, frente a la embajada",19252777,Ivette,,Cuauhtémoc,19.43021,-99.1659,Private room,1300,1,1,2019-01-18,0.19,2,89
31597907,Quédate a unos pasos de lo más nuevo y lujoso en este loft en Santa Fe,51773399,Ramón,,Cuajimalpa de Morelos,19.36154,-99.26765,Entire home/apt,1893,2,17,2019-06-18,3.40,2,280
31598487,Loft privado para parejas cerca de Univ Anáhuac.,5683700,Ernesto,,Álvaro Obregón,19.33914,-99.23302,Entire home/apt,459,28,0,,,4,362
31599720,"Habitación privada para mujer, cerca de Santa Fe",5683700,Ernesto,,Álvaro Obregón,19.338,-99.23453,Private room,249,30,0,,,4,179
31600675,Nueva habitación privada sobre residencia familiar,164987724,Alejandro,,Coyoacán,19.35077,-99.15076,Private room,574,3,3,2019-05-07,0.83,2,176
31601054,Habitación privada a 25 min de Polanco,48669906,Almendra,,Miguel Hidalgo,19.45494,-99.21043,Private room,363,2,2,2019-04-05,0.44,1,231
31608877,Hermoso  Departamento cerca del  aeropuerto CDMX,236954045,Paula,,Venustiano Carranza,19.43152,-99.09279,Entire home/apt,497,2,13,2019-06-16,2.62,1,88
31615069,Comfortable Room in PentHouse,160538099,Sebastián,,Tlalpan,19.28631,-99.22863,Private room,478,1,0,,,1,89
31615691,5 minutos del metro San Cosme y 10 de Reforma,3127104,Myriam,,Cuauhtémoc,19.44113,-99.16498,Private room,306,3,1,2019-01-18,0.19,1,52
31615793,Cuarto iluminado Rio Mixcoac Business Room.,40798433,Gabriel,,Benito Juárez,19.36935,-99.1821,Private room,440,1,5,2019-06-12,1.61,2,0
31616099,MI CASA TU CASA,16852340,Talia,,Cuauhtémoc,19.41801,-99.15561,Entire home/apt,1300,8,0,,,1,0
31616185,Luxury 3 BD Apartment Polaco Area,97457747,Sergio,,Miguel Hidalgo,19.43582,-99.17826,Entire home/apt,4148,2,2,2019-03-10,0.50,2,94
31617013,HERMOSO CUARTO PRINCIPAL ENFRENTE DE LOS VIVEROS,235485048,Mauricio,,Álvaro Obregón,19.35638,-99.17461,Private room,784,1,1,2019-03-05,0.27,4,360
31618148,Céntrico Roma/Condesa/Polanco 2 recamaras/2 baños,20440301,Hugo’s Home,,Miguel Hidalgo,19.43564,-99.18049,Entire home/apt,1300,30,11,2019-04-25,2.12,9,0
31618909,Comparto habitación dentro de mi depa. =),237036736,Isaac,,Venustiano Carranza,19.42018,-99.12506,Private room,210,1,1,2019-01-30,0.21,1,364
31619031,HERMOSO CUARTO EN COYOACAN/VIVEROS2,235485048,Mauricio,,Álvaro Obregón,19.35647,-99.1744,Private room,574,1,1,2019-02-07,0.22,4,364
31619898,Cozy apartment in the heart of “La Condesa”,5227995,Karla,,Cuauhtémoc,19.41469,-99.17274,Entire home/apt,784,4,5,2019-02-19,1.01,1,0
31620086,Luxury Appartment at Roma,22174176,Diego,,Cuauhtémoc,19.42074,-99.15807,Entire home/apt,1797,2,10,2019-06-17,1.94,1,160
31620441,Suite individual Luminosa UNAM CEPE GMartell,50816977,Yolotzin,,Coyoacán,19.33612,-99.17739,Entire home/apt,401,2,8,2019-06-16,1.69,6,319
31620707,Gorgeous apt near Parque Hundido-Patriotismo,236978231,Francis,,Benito Juárez,19.38176,-99.1821,Entire home/apt,1300,2,5,2019-04-23,1.06,1,179
31620908,Habitación para grupos UNAM CEPE GMartell,50816977,Yolotzin,,Coyoacán,19.33635,-99.17801,Entire home/apt,593,2,2,2019-06-02,0.69,6,346
31620936,"Bonito, moderno y funcional: ROMA NORTE",23388559,Juan De Dios,,Cuauhtémoc,19.41539,-99.16509,Private room,898,1,2,2019-03-25,0.55,1,180
31622231,Se renta cuarto amueblado en calle privada. Seguro,213205419,Adriana,,Xochimilco,19.27603,-99.1294,Private room,191,1,2,2019-03-26,0.53,2,365
31622774,Studio-Suite Jr. en Pleno Corazón de Polanco.,106556151,David,,Miguel Hidalgo,19.43338,-99.19494,Entire home/apt,956,1,17,2019-06-16,3.42,5,364
31623275,Cómoda recamara individual a 5 min del Aeropuerto,132980787,Sofía,,Iztacalco,19.41595,-99.06988,Private room,229,1,53,2019-06-04,11.04,1,0
31625092,HERMOSO DEPARTAMENTO,127866297,Patricia Aurora,,Miguel Hidalgo,19.4045,-99.1798,Private room,497,31,0,,,1,135
31625796,Depto completo con terraza y balcones/ facturamos,172173792,Jorge,,Benito Juárez,19.3841,-99.14205,Entire home/apt,1988,1,0,,,2,140
31626591,Amazing space to visit Mexico City,75119392,Barbara,,Cuauhtémoc,19.42996,-99.13939,Entire home/apt,1243,1,0,,,1,69
31626989,PHouse Chelito room,232731684,Consuelito,,Gustavo A. Madero,19.47016,-99.12498,Private room,746,2,0,,,2,364
31627150,"Habitación#4 bonita, cómoda y limpia  baño privado",220105328,Rosy,,Cuauhtémoc,19.44913,-99.15406,Private room,306,2,1,2019-04-08,0.38,5,344
31627198,Recámara individual en departamento,235234600,Silvia,,Miguel Hidalgo,19.44797,-99.17383,Private room,191,1,9,2019-05-10,1.73,1,284
31629099,"Bedroom, Bathroom and WI-FI. 20 dlls per person",236417017,Maria Josefina,,Miguel Hidalgo,19.3968,-99.18354,Private room,382,1,2,2019-06-01,0.47,6,365
31629511,Urban jungle / baño y patio privado,94036008,Alejandro,,Cuauhtémoc,19.411,-99.16103,Private room,554,1,17,2019-06-05,3.49,1,156
31629589,Hab. Priv. Excelente Ubicación/Desayuno Incluido,12485580,Cris,,Cuauhtémoc,19.42659,-99.17493,Private room,459,1,3,2019-02-11,0.63,1,0
31634390,Cielo Coyoacán,106311178,Ignacio,,Coyoacán,19.35259,-99.16107,Private room,401,2,1,2019-02-06,0.22,2,364
31636114,"From valley
Habitación en Colonia del Valle",168842627,Alejandro,,Benito Juárez,19.36952,-99.17402,Private room,268,2,0,,,1,365
31639592,"Dos recámaras, mat 2 per ind 1 persona, baño priv",220105328,Rosy,,Cuauhtémoc,19.44919,-99.15554,Shared room,516,2,5,2019-06-10,1.05,5,344
31640050,Habitación#1 Bonita cómoda limpia Colonia  céntric,220105328,Rosy,,Cuauhtémoc,19.44994,-99.15476,Private room,401,2,0,,,5,344
31640172,Chapultepec room,157045212,Svetlana,,Miguel Hidalgo,19.41937,-99.17882,Private room,421,3,2,2019-02-16,0.41,2,365
31640682,"Habitación#3 Bonita cómoda limpia,colonia céntrica",220105328,Rosy,,Cuauhtémoc,19.44894,-99.15442,Private room,268,2,0,,,5,344
31643378,Stylish and charming room in the heart of Condesa,152611077,Bárbara,,Cuauhtémoc,19.42157,-99.17145,Private room,1204,1,5,2019-05-01,1.09,1,179
31643807,Room near of worl trade center por c/ $300 diarios,236417017,Maria Josefina,,Miguel Hidalgo,19.39705,-99.18329,Private room,287,5,2,2019-02-17,0.44,6,365
31644327,"Cuarto grande, acogedor y moderno en Roma Norte",59371779,Veronica,,Cuauhtémoc,19.41834,-99.16596,Private room,803,3,0,,,2,363
31645168,Lindo Penthouse sobre Reforma,165908703,Fernando,,Cuauhtémoc,19.43335,-99.1553,Entire home/apt,994,3,14,2019-06-02,3.13,2,318
31645333,Amsterdam Panoramico - Elegante Departamento,2661376,Jose Andres,,Cuauhtémoc,19.41065,-99.17025,Entire home/apt,1606,3,13,2019-05-27,2.77,1,52
31645660,Suite Deluxe Cama King,187738359,Maria Condesa,,Cuauhtémoc,19.41114,-99.17451,Private room,1912,1,0,,,1,361
31648306,"Polanco apartment with private patio, pool and gym",459542,Mariana,,Miguel Hidalgo,19.44113,-99.20136,Entire home/apt,1281,1,25,2019-06-12,6.10,2,189
31648533,CHARMING LOFT IN THE HEART OF POLANCO.,144349937,David,,Miguel Hidalgo,19.43788,-99.20266,Entire home/apt,956,2,8,2019-05-12,1.66,1,87
31649414,HERMOSO DEPARTAMENTO EN COYOACAN/VIVEROS,235485048,Mauricio,,Álvaro Obregón,19.35637,-99.17498,Entire home/apt,1453,2,1,2019-02-24,0.25,4,333
31649718,El depa de las Fridas (Habitación#2 / Av. Reforma),67077765,Laura Helena,,Cuauhtémoc,19.43232,-99.16873,Private room,554,2,1,2019-01-21,0.19,3,327
31650078,"Suite Mérida, la mejor alternativa.",237295852,Inmobiliaria,,Cuauhtémoc,19.41311,-99.15647,Private room,401,1,19,2019-06-07,4.45,1,361
31651066,Cómoda y acogedora habitación rústica en Coyoacán,237257205,Amanda,,Coyoacán,19.32958,-99.14551,Private room,249,2,13,2019-06-16,2.64,1,353
31651476,Great and cozzy apartment in best Miyana Polanco,237313350,Maria Andrea,,Miguel Hidalgo,19.43866,-99.19839,Entire home/apt,7647,2,6,2019-06-10,1.42,6,107
31652653,Habitación para 1 persona en la Del Valle,68833529,Omar,,Benito Juárez,19.37996,-99.16993,Private room,344,1,2,2019-05-25,1.07,4,359
31653462,Cozzy and espectacular view apartment in Miyana,237313350,Maria Andrea,,Miguel Hidalgo,19.4402,-99.19973,Entire home/apt,2676,2,3,2019-05-29,0.68,6,159
31653782,Confortable apartamento en BeGrand Alto Polanco,237313350,Maria Andrea,,Miguel Hidalgo,19.43957,-99.1837,Entire home/apt,1147,2,6,2019-06-09,1.53,6,111
31654142,Fortal Residencial,200835498,Yolanda,,Cuauhtémoc,19.43065,-99.14756,Entire home/apt,516,1,10,2019-05-27,2.05,5,361
31654252,Suite Ejecutiva Del Valle ideal para parejas,123820202,Beatriz,,Benito Juárez,19.38167,-99.16323,Entire home/apt,765,1,39,2019-06-23,7.85,2,349
31654582,Espectacular exclusive view in a new apartment,237313350,Maria Andrea,,Miguel Hidalgo,19.44103,-99.18205,Entire home/apt,4206,2,3,2019-03-31,0.64,6,144
31662327,Aloera Suite 2,132726070,Luis Eduardo,,Benito Juárez,19.4019,-99.14702,Private room,249,1,23,2019-06-18,4.96,4,352
31663269,"RENTO PEQUEÑA RECAMARA ""CREATIVIDAD EN SANTA FE""",49735631,Jorge,,Cuajimalpa de Morelos,19.36914,-99.26945,Private room,344,1,6,2019-05-09,1.21,15,197
31663927,P.H. Ensenada 305,140437673,Monse,,Cuauhtémoc,19.40991,-99.17461,Entire home/apt,1204,1,7,2019-06-18,1.71,2,325
31665168,Casa CDMX céntrica,63116490,Atl Odin,,Cuauhtémoc,19.44731,-99.16325,Private room,6997,1,0,,,1,179
31665356,Bonito departamento junto al Ángel con piscina,80523337,Inigo,,Cuauhtémoc,19.42699,-99.16414,Entire home/apt,1625,3,4,2019-04-13,0.85,1,95
31665801,Suite Lomas,75622121,Enriqueta,,Miguel Hidalgo,19.4271,-99.21142,Entire home/apt,860,3,0,,,1,178
31666288,"Small Tokio style loft in Polanco - 1BD, 1BA",3919211,Victor,,Miguel Hidalgo,19.43456,-99.18673,Entire home/apt,478,2,4,2019-04-12,0.88,28,84
31666290,POLANCO Apartamento Mahamayaki Zen&Cozy,150488703,Geovanina,,Miguel Hidalgo,19.43216,-99.1911,Entire home/apt,2198,2,7,2019-06-05,1.74,3,177
31667072,Departamento con todo incluido,237428461,Alejandro,,Iztacalco,19.41065,-99.06512,Private room,497,1,2,2019-03-25,0.60,1,178
31667129,Ubicación espacio altura comfort silencio: para ti,46307829,Julio Enrique,,Tlalpan,19.31006,-99.22304,Entire home/apt,1013,2,8,2019-06-16,1.86,2,130
31668501,Hermosa casa a Solo 15 minutos del SixFlags Ajusco,232606807,Mary,,Tlalpan,19.28029,-99.21309,Private room,2179,2,0,,,1,171
31669222,"Un refugio estético, íntimo y estratégico.",237447028,Eric,,Benito Juárez,19.36304,-99.17984,Entire home/apt,956,2,21,2019-06-21,4.44,1,158
31669637,Habitación doble Sur CDMX,48717020,Hostales Del Sur,,Tlalpan,19.29974,-99.13666,Private room,631,1,1,2019-04-24,0.48,7,365
31670120,Mayita’s house habitación 2,97788077,Eder,,Coyoacán,19.31238,-99.10846,Private room,210,2,4,2019-03-25,0.84,3,360
31670823,Linda Recámara cerca trajineras Xochimilco,198818110,Irene,,Tlalpan,19.29344,-99.11295,Private room,593,1,0,,,1,89
