anio,mun,Estratos,sexo,edad,total,total_low,total_upp,dim,NOMBRE
2015.0,12.0,Pobreza moderada,Mujer,45-59,22824.0,199233790617000.0,257246209383000.0,NBI,Tlalpan
2015.0,12.0,Pobreza moderada,Mujer,60 y mas,14853.0,126218870478000.0,170841129522000.0,NBI,Tlalpan
2015.0,12.0,Satisfaccion mínima,Hombre,12-29,11461.0,94468235484800.0,134751764515000.0,NBI,Tlalpan
2015.0,12.0,Satisfaccion mínima,Hombre,30-44,8873.0,740931253753000.0,103366874625000.0,NBI,Tlalpan
2015.0,12.0,Satisfaccion mínima,Hombre,60 y mas,5121.0,389798589791000.0,634401410209000.0,NBI,Tlalpan
2015.0,12.0,Estrato medio,Mujer,30-44,21308.0,175743119450000.0,250416880550000.0,NBI,Tlalpan
2015.0,12.0,Estrato alto,Mujer,0-11,52.0,-204714031519000.0,106047140315000.0,NBI,Tlalpan
2015.0,12.0,Estrato alto,Mujer,12-29,61.0,-648685416198000.0,128486854162000.0,NBI,Tlalpan
2015.0,12.0,Estrato alto,Mujer,60 y mas,1203.0,668833136571000.0,173716686343000.0,NBI,Tlalpan
2015.0,13.0,Pobreza muy alta,Hombre,30-44,5943.0,419993649550000.0,768606350450000.0,NBI,Xochimilco
2015.0,13.0,Pobreza muy alta,Hombre,45-59,3011.0,218784339645000.0,383415660355000.0,NBI,Xochimilco
2015.0,13.0,Pobreza muy alta,Hombre,60 y mas,1436.0,9998133750890.0,18721866249100.0,NBI,Xochimilco
2015.0,13.0,Pobreza muy alta,Mujer,12-29,8281.0,594503827607000.0,106169617239000.0,NBI,Xochimilco
2015.0,13.0,Pobreza muy alta,Mujer,30-44,7137.0,499311453374000.0,928088546626000.0,NBI,Xochimilco
2015.0,13.0,Pobreza alta,Mujer,60 y mas,2662.0,173439217946000.0,358960782054000.0,NBI,Xochimilco
2015.0,13.0,Pobreza moderada,Hombre,45-59,11767.0,842701207221000.0,151069879278000.0,NBI,Xochimilco
2015.0,13.0,Pobreza moderada,Hombre,No especificado,101.0,-442111203281000.0,246211120328000.0,NBI,Xochimilco
2015.0,13.0,Pobreza moderada,Mujer,30-44,21091.0,151616975173000.0,270203024827000.0,NBI,Xochimilco
2015.0,13.0,Pobreza moderada,Mujer,No especificado,82.0,-333078220807000.0,16733078220800.0,NBI,Xochimilco
2015.0,13.0,Satisfaccion mínima,Hombre,45-59,4094.0,294773066435000.0,524026933565000.0,NBI,Xochimilco
2015.0,13.0,Satisfaccion mínima,Mujer,0-11,3083.0,226911779363000.0,389688220637000.0,NBI,Xochimilco
2015.0,13.0,Estrato medio,Mujer,45-59,10167.0,750143556203000.0,128325644380000.0,NBI,Xochimilco
2015.0,13.0,Estrato medio,Mujer,60 y mas,7909.0,590463028877000.0,991336971123000.0,NBI,Xochimilco
2015.0,13.0,Estrato alto,Hombre,0-11,4.0,-686132738464000.0,148613273846000.0,NBI,Xochimilco
2015.0,13.0,Estrato alto,Hombre,12-29,36.0,-543201458046000.0,126320145805000.0,NBI,Xochimilco
2015.0,13.0,Estrato alto,Hombre,45-59,168.0,291973067160000.0,30680269328400.0,NBI,Xochimilco
2015.0,14.0,Pobreza muy alta,Hombre,0-11,428.0,-927727203044000.0,94877272030400.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Hombre,30-44,794.0,886058739132000.0,149939412609000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Hombre,60 y mas,65.0,-425591176009000.0,134255911760000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Mujer,30-44,667.0,505642110947000.0,12834357889100.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Mujer,45-59,443.0,772322409365000.0,808767759063000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Mujer,60 y mas,321.0,-209298275873000.0,662929827587000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza muy alta,Mujer,No especificado,16.0,-188722944149000.0,508722944149000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Hombre,No especificado,7.0,-106126445091000.0,246126445091000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Mujer,0-11,1133.0,527245036915000.0,173875496308000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Mujer,12-29,1857.0,877676138231000.0,283632386177000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Mujer,30-44,1992.0,878649881234000.0,310535011877000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Mujer,45-59,1241.0,447928217717000.0,203407178228000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza alta,Mujer,60 y mas,1043.0,372393440206000.0,171360655979000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza moderada,Hombre,No especificado,69.0,-488889445582000.0,186888944558000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza moderada,Mujer,45-59,10083.0,73386397892600.0,128273602107000.0,NBI,Benito Juárez
2015.0,14.0,Pobreza moderada,Mujer,60 y mas,8001.0,584974521907000.0,101522547809000.0,NBI,Benito Juárez
2015.0,14.0,Satisfaccion mínima,Hombre,0-11,4340.0,306861865431000.0,561138134569000.0,NBI,Benito Juárez
2015.0,14.0,Satisfaccion mínima,Hombre,12-29,7857.0,572529407519000.0,998870592481000.0,NBI,Benito Juárez
2015.0,14.0,Satisfaccion mínima,Hombre,30-44,8902.0,714243980584000.0,106615601942000.0,NBI,Benito Juárez
2015.0,14.0,Satisfaccion mínima,Mujer,45-59,6013.0,464366956920000.0,738233043080000.0,NBI,Benito Juárez
2015.0,14.0,Estrato medio,Hombre,30-44,28334.0,240292539961000.0,326387460039000.0,NBI,Benito Juárez
2015.0,14.0,Estrato medio,Hombre,60 y mas,19613.0,166746090804000.0,225513909196000.0,NBI,Benito Juárez
2015.0,14.0,Estrato medio,Hombre,No especificado,22.0,-358291580765000.0,798291580765000.0,NBI,Benito Juárez
2015.0,14.0,Estrato medio,Mujer,30-44,32424.0,271760596623000.0,376719403377000.0,NBI,Benito Juárez
2015.0,14.0,Estrato alto,Hombre,12-29,102.0,473936666615000.0,203526063333000.0,NBI,Benito Juárez
2015.0,14.0,Estrato alto,Hombre,45-59,1010.0,546419719169000.0,147358028083000.0,NBI,Benito Juárez
2015.0,14.0,Estrato alto,Mujer,12-29,106.0,-196718006980000.0,23167180069800.0,NBI,Benito Juárez
2015.0,14.0,Estrato alto,Mujer,60 y mas,1391.0,841640726155000.0,194035927385000.0,NBI,Benito Juárez
2015.0,15.0,Pobreza muy alta,Hombre,30-44,3180.0,222176146197000.0,413823853803000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza muy alta,Hombre,60 y mas,658.0,404169792142000.0,911830207858000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza muy alta,Hombre,No especificado,18.0,-169973652064000.0,529973652064000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza muy alta,Mujer,0-11,1841.0,830034481381000.0,285196551862000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza muy alta,Mujer,45-59,1267.0,635796059643000.0,189820394036000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Hombre,0-11,4589.0,314329652341000.0,603470347659000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Hombre,12-29,8482.0,651495329078000.0,104490467092000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Hombre,30-44,5549.0,417481599629000.0,692318400371000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Hombre,45-59,3365.0,241176924169000.0,431823075831000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Mujer,0-11,5300.0,37935998533800.0,68064001466200.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Mujer,30-44,6486.0,493349995689000.0,803850004311000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Mujer,45-59,3389.0,256452295367000.0,421347704633000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza alta,Mujer,No especificado,6.0,-853620731413000.0,205362073141000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza moderada,Hombre,0-11,17104.0,141658586573000.0,200421413427000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza moderada,Hombre,12-29,32863.0,283464459850000.0,373795540150000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza moderada,Hombre,30-44,23764.0,206940577583000.0,268339422417000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza moderada,Hombre,60 y mas,10530.0,811527949762000.0,129447205024000.0,NBI,Cuauhtémoc
2015.0,15.0,Pobreza moderada,Mujer,45-59,21112.0,176412155651000.0,245827844349000.0,NBI,Cuauhtémoc
2015.0,15.0,Satisfaccion mínima,Hombre,0-11,5313.0,403924567257000.0,658675432743000.0,NBI,Cuauhtémoc
2015.0,15.0,Satisfaccion mínima,Hombre,12-29,11103.0,919365457716000.0,130123454228000.0,NBI,Cuauhtémoc
2015.0,15.0,Satisfaccion mínima,Hombre,30-44,9956.0,841764011825000.0,114943598817000.0,NBI,Cuauhtémoc
2015.0,15.0,Satisfaccion mínima,Hombre,60 y mas,5687.0,432923550588000.0,704476449412000.0,NBI,Cuauhtémoc
2015.0,15.0,Satisfaccion mínima,Mujer,60 y mas,8448.0,657685740465000.0,103191425954000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato medio,Hombre,12-29,15596.0,109692901160000.0,202227098840000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato medio,Hombre,30-44,21889.0,168538256047000.0,269241743953000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato medio,Hombre,45-59,16639.0,141340482980000.0,191439517020000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato medio,Hombre,60 y mas,14339.0,119744794582000.0,167035205418000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato medio,Mujer,30-44,23086.0,171605889267000.0,290114110733000.0,NBI,Cuauhtémoc
2015.0,15.0,Estrato alto,Hombre,60 y mas,615.0,199605823532000.0,103039417647000.0,NBI,Cuauhtémoc
2015.0,16.0,Pobreza muy alta,Hombre,30-44,727.0,31806204761300.0,113593795239000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza muy alta,Mujer,0-11,325.0,815677158045000.0,568432284196000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza alta,Hombre,0-11,1763.0,982043183293000.0,254395681671000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza alta,Hombre,30-44,1996.0,120008796362000.0,279191203638000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza alta,Hombre,No especificado,44.0,-295574195282000.0,117557419528000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza alta,Mujer,0-11,1486.0,734079075339000.0,223792092466000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza moderada,Hombre,12-29,15691.0,107049147918000.0,206770852082000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza moderada,Mujer,0-11,9980.0,667322337436000.0,132867766256000.0,NBI,Miguel Hidalgo
2015.0,16.0,Pobreza moderada,Mujer,30-44,14072.0,982282114049000.0,183211788595000.0,NBI,Miguel Hidalgo
2015.0,16.0,Satisfaccion mínima,Hombre,0-11,4637.0,291874788864000.0,635525211136000.0,NBI,Miguel Hidalgo
2015.0,16.0,Satisfaccion mínima,Hombre,30-44,6532.0,468764969787000.0,837635030213000.0,NBI,Miguel Hidalgo
2015.0,16.0,Satisfaccion mínima,Mujer,45-59,5525.0,37026612867100.0,73473387132900.0,NBI,Miguel Hidalgo
2015.0,16.0,Satisfaccion mínima,Mujer,60 y mas,5119.0,357859457281000.0,665940542719000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato medio,Hombre,12-29,13477.0,875609388060000.0,181979061194000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato medio,Hombre,30-44,21233.0,130949652006000.0,293710347994000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato medio,Hombre,60 y mas,14107.0,108817836150000.0,173322163850000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato medio,Mujer,60 y mas,19268.0,149613793356000.0,235746206644000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato alto,Hombre,0-11,25.0,-307062200442000.0,807062200442000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato alto,Hombre,30-44,414.0,945541457892000.0,733445854211000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato alto,Hombre,60 y mas,970.0,482818731805000.0,145718126820000.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato alto,Mujer,12-29,134.0,131540203229000.0,2548459796770.0,NBI,Miguel Hidalgo
2015.0,16.0,Estrato alto,Mujer,30-44,185.0,32803754079700.0,337196245920000.0,NBI,Miguel Hidalgo
2015.0,17.0,Pobreza muy alta,Hombre,60 y mas,526.0,213789061232000.0,838210938768000.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza muy alta,Mujer,0-11,1827.0,111036102377000.0,254363897623000.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza muy alta,Mujer,60 y mas,909.0,528895114784000.0,12891048852200.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza alta,Hombre,0-11,4360.0,332691829171000.0,539308170829000.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza alta,Mujer,0-11,4487.0,308301195224000.0,589098804776000.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza alta,Mujer,30-44,5909.0,43631886319900.0,74548113680100.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza alta,Mujer,60 y mas,2895.0,20207472956500.0,37692527043500.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza moderada,Hombre,30-44,22266.0,18585892766800.0,25946107233200.0,NBI,Venustiano Carranza
2015.0,17.0,Pobreza moderada,Mujer,45-59,18012.0,152037023244000.0,208202976756000.0,NBI,Venustiano Carranza
2015.0,17.0,Satisfaccion mínima,Hombre,12-29,7181.0,574885784579000.0,861314215421000.0,NBI,Venustiano Carranza
2015.0,17.0,Satisfaccion mínima,Hombre,60 y mas,5321.0,441866631097000.0,622333368903000.0,NBI,Venustiano Carranza
2015.0,17.0,Satisfaccion mínima,Mujer,0-11,3931.0,273688326376000.0,512511673624000.0,NBI,Venustiano Carranza
2015.0,17.0,Satisfaccion mínima,Mujer,30-44,6497.0,491282050998000.0,808117949002000.0,NBI,Venustiano Carranza
2015.0,17.0,Satisfaccion mínima,Mujer,60 y mas,7478.0,638226838723000.0,857373161277000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Hombre,30-44,11141.0,862460790613000.0,136573920939000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Hombre,45-59,11632.0,968606065587000.0,135779393441000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Hombre,60 y mas,11314.0,916843380649000.0,134595661935000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Mujer,0-11,4986.0,354082639684000.0,643117360316000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Mujer,45-59,14591.0,124073022436000.0,167746977564000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato medio,Mujer,60 y mas,15589.0,124621391401000.0,187158608599000.0,NBI,Venustiano Carranza
2015.0,17.0,Estrato alto,Hombre,0-11,102.0,-838925139595000.0,212389251396000.0,NBI,Venustiano Carranza
2015.0,2.0,Pobreza muy alta,Hombre,0-11,1113.0,598808490855000.0,1627191509140.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza muy alta,Hombre,30-44,1527.0,104610983094000.0,200789016906000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza muy alta,Mujer,12-29,1371.0,733068400565000.0,200893159943000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza muy alta,Mujer,60 y mas,802.0,372344035456000.0,123165596454000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza muy alta,Mujer,No especificado,9.0,-137456969874000.0,317456969874000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza alta,Hombre,0-11,3630.0,250042560193000.0,475957439807000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza alta,Hombre,60 y mas,1432.0,828246634097000.0,203575336590000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza alta,Mujer,45-59,2529.0,179575991922000.0,326224008078000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Hombre,0-11,14158.0,117886984711000.0,165273015289000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Hombre,45-59,13752.0,108615214082000.0,166424785918000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Hombre,60 y mas,9374.0,731360095411000.0,114343990459000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Hombre,No especificado,50.0,-266497889683000.0,126649788968000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Mujer,45-59,16050.0,127126185400000.0,193873814600000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Mujer,60 y mas,13371.0,100533682195000.0,166886317805000.0,NBI,Azcapotzalco
2015.0,2.0,Pobreza moderada,Mujer,No especificado,77.0,-263564147874000.0,180356414787000.0,NBI,Azcapotzalco
2015.0,2.0,Satisfaccion mínima,Hombre,0-11,4323.0,355499334345000.0,509100665655000.0,NBI,Azcapotzalco
2015.0,2.0,Satisfaccion mínima,Mujer,0-11,5036.0,388332689469000.0,618867310531000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato medio,Hombre,0-11,6253.0,480292141479000.0,770307858521000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato medio,Hombre,30-44,13117.0,101768447418000.0,160571552582000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato medio,Mujer,0-11,5804.0,440377495766000.0,720422504234000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato medio,Mujer,12-29,12792.0,107499940624000.0,148340059376000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato alto,Hombre,0-11,109.0,-73023493284800.0,291023493285000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato alto,Hombre,60 y mas,197.0,346241124750000.0,359375887525000.0,NBI,Azcapotzalco
2015.0,2.0,Estrato alto,Mujer,12-29,27.0,-247532896559000.0,787532896559000.0,NBI,Azcapotzalco
2015.0,3.0,Pobreza muy alta,Hombre,45-59,1390.0,973934607391000.0,18060653926100.0,NBI,Coyoacán
2015.0,3.0,Pobreza muy alta,Hombre,60 y mas,732.0,469086759586000.0,994913240414000.0,NBI,Coyoacán
2015.0,3.0,Pobreza muy alta,Mujer,60 y mas,1261.0,801964036850000.0,172003596315000.0,NBI,Coyoacán
2015.0,3.0,Pobreza muy alta,Mujer,No especificado,105.0,-183975795574000.0,228397579557000.0,NBI,Coyoacán
2015.0,3.0,Pobreza alta,Hombre,45-59,3516.0,261340344318000.0,441859655682000.0,NBI,Coyoacán
2015.0,3.0,Pobreza alta,Mujer,12-29,9102.0,690244348145000.0,113015565186000.0,NBI,Coyoacán
2015.0,3.0,Pobreza alta,Mujer,45-59,4055.0,323380922834000.0,487619077166000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Hombre,0-11,17428.0,144261052658000.0,204298947342000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Hombre,12-29,31658.0,259790753225000.0,373369246775000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Hombre,45-59,17352.0,140883928178000.0,206156071822000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Hombre,60 y mas,10063.0,813208885006000.0,119939111499000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Mujer,12-29,31246.0,256351294123000.0,368568705877000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Mujer,30-44,26422.0,218031401840000.0,310408598160000.0,NBI,Coyoacán
2015.0,3.0,Pobreza moderada,Mujer,60 y mas,15493.0,129605638621000.0,180254361379000.0,NBI,Coyoacán
2015.0,3.0,Satisfaccion mínima,Hombre,45-59,7092.0,564790368613000.0,853609631387000.0,NBI,Coyoacán
2015.0,3.0,Satisfaccion mínima,Hombre,60 y mas,5841.0,487581979441000.0,680618020559000.0,NBI,Coyoacán
2015.0,3.0,Satisfaccion mínima,Mujer,45-59,9083.0,772783698650000.0,104381630135000.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Hombre,0-11,8998.0,750283615853000.0,104931638415000.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Hombre,12-29,21476.0,18706034144100.0,24245965855900.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Hombre,45-59,22173.0,188050127365000.0,255409872635000.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Mujer,0-11,8324.0,706088624753000.0,958711375247000.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Mujer,12-29,21798.0,180629396330000.0,255330603670000.0,NBI,Coyoacán
2015.0,3.0,Estrato medio,Mujer,30-44,26760.0,223502604125000.0,311697395875000.0,NBI,Coyoacán
2015.0,3.0,Estrato alto,Hombre,0-11,46.0,-103310294641000.0,102331029464000.0,NBI,Coyoacán
2015.0,3.0,Estrato alto,Hombre,30-44,287.0,143767123662000.0,430232876338000.0,NBI,Coyoacán
2015.0,3.0,Estrato alto,Hombre,45-59,940.0,563356479988000.0,131664352001000.0,NBI,Coyoacán
2015.0,4.0,Pobreza muy alta,Mujer,12-29,2339.0,163800536126000.0,303999463874000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza muy alta,Mujer,45-59,1016.0,522414205196000.0,150958579480000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza alta,Hombre,0-11,3070.0,20598455815500.0,40801544184500.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza alta,Mujer,12-29,4010.0,252527575196000.0,549472424804000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza moderada,Hombre,45-59,5314.0,386743965675000.0,676056034325000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza moderada,Mujer,12-29,11813.0,911743316897000.0,145085668310000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza moderada,Mujer,30-44,8953.0,685588361661000.0,11050116383400.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza moderada,Mujer,45-59,6039.0,463423807663000.0,744376192337000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Pobreza moderada,Mujer,60 y mas,3112.0,208641069913000.0,413758930087000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Satisfaccion mínima,Hombre,30-44,2382.0,156918665202000.0,319481334798000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Satisfaccion mínima,Hombre,45-59,1905.0,123701301073000.0,257298698927000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Satisfaccion mínima,Mujer,12-29,3746.0,238738987943000.0,510461012057000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Satisfaccion mínima,Mujer,30-44,2927.0,193182055954000.0,392217944046000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Satisfaccion mínima,Mujer,45-59,1804.0,112670331153000.0,248129668847000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato medio,Hombre,0-11,3304.0,183604014528000.0,477195985472000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato medio,Mujer,45-59,6828.0,469655200223000.0,895944799777000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato medio,Mujer,60 y mas,4011.0,249442317373000.0,552757682627000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato alto,Hombre,0-11,9.0,-125508620934000.0,305508620934000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato alto,Hombre,12-29,54.0,-314375891911000.0,139437589191000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato alto,Hombre,60 y mas,395.0,167699518091000.0,62230048190900.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato alto,Mujer,0-11,52.0,-137575328635000.0,117757532863000.0,NBI,Cuajimalpa de Morelos
2015.0,4.0,Estrato alto,Mujer,45-59,164.0,-119761921269000.0,339976192127000.0,NBI,Cuajimalpa de Morelos
2015.0,5.0,Pobreza muy alta,Hombre,0-11,5368.0,410953823374000.0,662646176626000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza muy alta,Hombre,No especificado,20.0,-234136566064000.0,634136566064000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza muy alta,Mujer,45-59,4119.0,344379848652000.0,479420151348000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza muy alta,Mujer,No especificado,167.0,217936753833000.0,312206324617000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza alta,Hombre,45-59,8722.0,734699238000000.0,100970076200000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza moderada,Hombre,0-11,47137.0,400228799670000.0,542511200330000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza moderada,Hombre,12-29,75156.0,657679377068000.0,845440622932000.0,NBI,Gustavo A. Madero
2015.0,5.0,Pobreza moderada,Mujer,30-44,58747.0,509628717256000.0,665311282744000.0,NBI,Gustavo A. Madero
2015.0,5.0,Satisfaccion mínima,Hombre,0-11,11782.0,967715522927000.0,138868447707000.0,NBI,Gustavo A. Madero
2015.0,5.0,Satisfaccion mínima,Mujer,0-11,11746.0,975367897881000.0,137383210212000.0,NBI,Gustavo A. Madero
2015.0,5.0,Satisfaccion mínima,Mujer,30-44,18996.0,16072148028100.0,21919851971900.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato medio,Hombre,0-11,12807.0,10555502952600.0,15058497047400.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato medio,Hombre,30-44,23726.0,20413683999400.0,27038316000600.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato medio,Hombre,60 y mas,31327.0,264707935180000.0,361832064820000.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato medio,Mujer,60 y mas,39574.0,346532749822000.0,444947250178000.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato alto,Hombre,12-29,65.0,-126535039459000.0,14265350394600.0,NBI,Gustavo A. Madero
2015.0,5.0,Estrato alto,Mujer,45-59,457.0,19335169277400.0,72064830722600.0,NBI,Gustavo A. Madero
2015.0,6.0,Pobreza muy alta,Hombre,45-59,843.0,480837943141000.0,120516205686000.0,NBI,Iztacalco
2015.0,6.0,Pobreza alta,Hombre,0-11,4039.0,23585593120800.0,57194406879200.0,NBI,Iztacalco
2015.0,6.0,Pobreza alta,Mujer,30-44,4259.0,279941601021000.0,571858398979000.0,NBI,Iztacalco
2015.0,6.0,Pobreza alta,Mujer,45-59,3058.0,210538253329000.0,401061746671000.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Hombre,0-11,14667.0,119703739523000.0,173636260477000.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Hombre,12-29,24012.0,19500218411500.0,28523781588500.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Hombre,No especificado,79.0,-402299720562000.0,198229972056000.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Mujer,0-11,13517.0,108737323561000.0,161602676439000.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Mujer,45-59,17375.0,139967486775000.0,207532513225000.0,NBI,Iztacalco
2015.0,6.0,Pobreza moderada,Mujer,60 y mas,11400.0,883183108793000.0,139681689121000.0,NBI,Iztacalco
2015.0,6.0,Satisfaccion mínima,Hombre,0-11,3497.0,238824479533000.0,460575520467000.0,NBI,Iztacalco
2015.0,6.0,Satisfaccion mínima,Hombre,45-59,5948.0,455591317643000.0,734008682357000.0,NBI,Iztacalco
